ROC: Pilt_BmI_D3_BLD10_PNL1_PLQ1_ROC0
col00:   59a9887c7576328648ca569879a64896598999da97a5bb7a6dd99aa998c2769b6bcaa769aa498985
col01:   b64554aa66ab45d979b9659e7cad6967bb87dc8ba66ba6d884db99b7b4b8969784aa7d67bb77b36a
col02:   799689758b7458a6a7a9c9699689a5d9aa49adb8c4acbd88965ba99a8a9bb89c84aa8599e779888c
col03:   497aa5898a99b8b997bada664a6acba99aa8a9888cb8bd5c97bc99d9ad78b99b96897468ad9c4b88
col04:   a96559a6b7679ed6b9976a57be89ccbad5adb47dc8a8b88b9be8886da98aacc65c99a5b7ad478cc8
col05:   59a767b1c989ae8953898c99cdf99f7beeb79c7bce99b5b9a878aa999ac886787a3db9b9dd5a8688
col06:   b7b64889747877b77d7bb9c899cd599c7cab488a9a9be97798aacb798bbc8e9a7c9beccbdbaa8866
col07:   57771d8c8a616879587c7979e89dbb98c5b78b6b7a6da8a8d8538a98ac87975ca79898699a798753
col08:   89c98867e998a799398799588a8db8598cec7b6c8a9aa78b86a8cc8d697c7a9ab97a79b6558896a9
col09:   676a6546ab99aab8b7978be66b768a9a8c6f67877ac58c78bf98a8acabaac8779ab6c8d7a65ab367
col10:   5a7d6ba7598b73a7cb74d769af969c86aadaccaa99cca998bcbb899bc9c8b999c97be99b76c7d888
col11:   a29457ac7aa88a956a659a7da98877379a9762855b7dac5bbc7969a7ba96778799799cb1acc86668
col12:   478aa78db59b9c6adbbb78958947e98928b9cbbba88d3ebab75e9989fa8fa9bbbac7bbb778e96898
col13:   7558697656b98f5b9baba9778a88c9cccc8a9ababc9daaa7985aa79afad9a7b7d9cebb9697aa5aa5
col14:   958d58599c65aa489b8abaccdbab78be88cabbe7bcaa977a89aa79cae969b86a968adcad97bc8876
col15:   7a7885966ca77c9d6b9aa9dc8877a6d8b885b858b856c8897fe89a9aa8978b79b97688a3b9679375
col16:   67688ac899aba9985ccc9858a8b59abaabe9ab67b9c96ad9b9aab88abdb88998975698b9aaaa9b9b
col17:   8a966baa7c87bbb885946ac98a89c88a9a967a3ecd67c99c879599899d784a69ba795b865aa89a73
col18:   57777db7876657b587adea89a9899eaa8a9a9c9ac85cabcacbbbc6aeada975bacdc9a9dba6567796
col19:   794659a87685889c679b876a8b67f69cb3a9a9aa7ab98b9b9ab98e988ad6aaaaac9c99a6a986698a
col20:   4427a869797875c4945978d9b9a4b389ac9a78babc7a878a77ae67a7c6d6d5ed8a8c586b98ba4a85
col21:   b8653ba9bbb7ca6779ac78c5bc9b96aab978978bb829599d9b6ca9978abe8a8a6ecc8cb919aa8658
col22:   5858aa677bb5b868a4874bd88c9a97ab69b69cb68cc7ee97c8b795cb5bbaa9da5bab7cb9b619ad99
col23:   51a9989568764994caab6667aa98b976b8bda98bc8b68d8989d99ba8aa97994a9a66ca88a4969793
col24:   6732567b78c978b99ba75d98c976bbb9c7ac99a9889d8a9d9cea5ab86a9bad9cca7c9a878a66b9a8
col25:   9a5596c8a5959c4b9b9caab9ba8c85d85babb7b9cbabbb8976994ecccc8db98a9b7a7daab8ca968d
col26:   859c9bbb67a885a97a89889b89cdecbea8a7accabadafdca7aaca5995ad9bbbdc9a8df98694c59b9
col27:   964abab8a9b9ba65aece7ba7bd9abc989bac5aca8b8b99a8c98ab9be8c8bca9ab7bb99c4eccbcac5
col28:   7b8487c8999688bbab8bbebcbdacc987ccebef8eabbf8dacd8f8b9a99eb9bc9489c89b98b99baac8
col29:   89669c6b98da8e88c5a9caca8aabab94c9cbd9b9a9bb9c9e9cab99b76ee8889c9ea79c9db8a77ba3
col30:   89c8989ad868c888b98bbbd6adecaeecfcbb8a9fab968ea8bd8bdc767a9889ecaebcb9b9786d8bc6
